Well Number,Month of Production,Days,BBLS Oil,BBLS Water,MCF Prod
26732,2-2018,28,8047,8228,4739
26732,1-2018,24,5411,6553,3192
26732,12-2017,29,8804,8914,5249
30171,5-2018,31,17959,15766,12440
30171,4-2018,30,21337,18118,13597
30171,3-2018,31,22996,23051,15018
30171,2-2018,28,24192,23649,15622
30171,1-2018,31,28446,28455,15520
30171,12-2017,27,28425,27066,15218
30172,5-2018,31,17196,17302,12902
30172,4-2018,30,17217,20304,13166
30172,3-2018,31,20164,27342,13308
30172,2-2018,28,20936,28757,13050
30172,1-2018,30,23634,31452,15067
30172,12-2017,27,20611,30944,12207
29976,5-2018,31,12623,19300,19749
29976,4-2018,30,14857,21016,18179
29976,3-2018,31,15576,23553,11401
29976,2-2018,28,16805,27710,14178
29976,1-2018,31,19140,35702,14676
29976,12-2017,31,23842,48099,20085
32527,4-2018,30,3283,7751,2626
32527,3-2018,31,3597,8017,2698
32527,2-2018,28,3099,7168,2439
32527,1-2018,31,4168,9999,3126
32527,12-2017,30,4362,10186,3271
32527,11-2017,28,4584,11322,3438
32528,4-2018,30,5068,8151,4081
32528,3-2018,31,5254,8193,3766
32528,2-2018,28,5238,7990,3907
32528,1-2018,31,6360,11235,4133
32528,12-2017,30,6914,10624,4494
32528,11-2017,28,6870,11859,4465
22071,4-2018,30,3698,4680,3206
22071,3-2018,31,4173,5614,4908
22071,2-2018,28,3563,5153,4289
22071,1-2018,31,3653,5500,4374
22071,12-2017,31,3420,5889,3308
22071,11-2017,30,1717,3585,1489
23882,4-2018,30,1632,2111,1359
23882,3-2018,31,1695,2254,1474
23882,2-2018,28,1602,1886,1296
23882,1-2018,31,1554,2833,1349
23882,12-2017,27,1335,2606,748
23882,11-2017,30,1605,2314,1465
23883,4-2018,30,1643,1027,1289
23883,3-2018,31,1745,1177,1521
23883,2-2018,28,1765,1066,1447
23883,1-2018,31,2166,1053,1794
23883,12-2017,11,786,374,475
23883,11-2017,30,1932,1152,1728
